STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),acl00,Classification of activities for time use,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,DK,Denmark,2022,,25.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2022,,12.3,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EE,Estonia,2015,,27.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EE,Estonia,2022,,13.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EL,Greece,2015,,15.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EL,Greece,2022,,5.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,ES,Spain,2015,,8.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,ES,Spain,2022,,4.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,21.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,13.7,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,FI,Finland,2015,,77.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,FR,France,2015,,19.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,FR,France,2022,,7.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,HR,Croatia,2015,,15.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,HR,Croatia,2022,,9.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,HU,Hungary,2015,,9.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,HU,Hungary,2022,,10.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,IE,Ireland,2015,,25.3,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,IE,Ireland,2022,,7.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,IS,Iceland,2015,,67.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,IT,Italy,2015,,10.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,IT,Italy,2022,,3.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,LT,Lithuania,2015,,22.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,LT,Lithuania,2022,,5.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,LU,Luxembourg,2015,,29.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,LU,Luxembourg,2022,,7.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,LV,Latvia,2015,,20.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,LV,Latvia,2022,,6.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,ME,Montenegro,2015,,5.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,ME,Montenegro,2022,,5.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,MK,North Macedonia,2015,,26.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,MT,Malta,2015,,0.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,MT,Malta,2022,,10.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,NL,Netherlands,2015,,89.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,NL,Netherlands,2022,,76.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,NO,Norway,2015,,79.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,NO,Norway,2022,,85.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,PL,Poland,2015,,48.9,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,PL,Poland,2022,,18.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,PT,Portugal,2015,,19.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,PT,Portugal,2022,,12.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,RO,Romania,2015,,5.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,RO,Romania,2022,,8.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,RS,Serbia,2015,,20.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,RS,Serbia,2022,,7.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,SE,Sweden,2015,,73.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,SE,Sweden,2022,,56.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,SI,Slovenia,2015,,57.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,SI,Slovenia,2022,,30.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,SK,Slovakia,2015,,18.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,SK,Slovakia,2022,,8.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,TR,Türkiye,2022,,2.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,M,Males,PC,Percentage,UK,United Kingdom,2015,,26.1,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,T,Total,PC,Percentage,AT,Austria,2015,,28.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,T,Total,PC,Percentage,AT,Austria,2022,,8.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,T,Total,PC,Percentage,BE,Belgium,2015,,17.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,T,Total,PC,Percentage,BE,Belgium,2022,,10.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y16-24,From 16 to 24 years,T,Total,PC,Percentage,BG,Bulgaria,2015,,8.5,,,,,
